theta   d_times   d_db
1.387707   2.112535   3.248039
1.389279   2.117322   3.257869
1.390850   2.122078   3.267613
1.392422   2.126802   3.277271
1.393993   2.131496   3.286844
1.395565   2.136157   3.296332
1.397137   2.140787   3.305735
1.398708   2.145385   3.315052
1.400280   2.149950   3.324284
1.401851   2.154483   3.333430
1.403423   2.158983   3.342492
1.404994   2.163450   3.351468
1.406566   2.167883   3.360359
1.408138   2.172283   3.369164
1.409709   2.176649   3.377885
1.411281   2.180982   3.386520
1.412852   2.185280   3.395070
1.414424   2.189543   3.403535
1.415995   2.193772   3.411915
1.417567   2.197966   3.420210
1.419139   2.202125   3.428420
1.420710   2.206249   3.436545
1.422282   2.210337   3.444584
1.423853   2.214389   3.452539
1.425425   2.218405   3.460408
1.426997   2.222385   3.468192
1.428568   2.226328   3.475892
1.430140   2.230235   3.483506
1.431711   2.234105   3.491036
1.433283   2.237938   3.498480
1.434854   2.241733   3.505839
1.436426   2.245491   3.513114
1.437998   2.249212   3.520304
1.439569   2.252894   3.527408
1.441141   2.256539   3.534428
1.442712   2.260145   3.541363
1.444284   2.263713   3.548213
1.445856   2.267242   3.554978
1.447427   2.270732   3.561658
1.448999   2.274183   3.568254
1.450570   2.277594   3.574764
1.452142   2.280967   3.581190
1.453713   2.284300   3.587531
1.455285   2.287593   3.593787
1.456857   2.290846   3.599958
1.458428   2.294058   3.606045
1.460000   2.297231   3.612046
1.461571   2.300363   3.617963
1.463143   2.303454   3.623795
1.464715   2.306504   3.629543
1.466286   2.309514   3.635206
1.467858   2.312482   3.640784
1.469429   2.315409   3.646277
1.471001   2.318294   3.651685
1.472572   2.321138   3.657009
1.474144   2.323940   3.662248
1.475716   2.326700   3.667403
1.477287   2.329417   3.672473
1.478859   2.332093   3.677458
1.480430   2.334726   3.682359
1.482002   2.337316   3.687174
1.483574   2.339864   3.691906
1.485145   2.342369   3.696552
1.486717   2.344830   3.701114
1.488288   2.347249   3.705592
1.489860   2.349624   3.709984
1.491431   2.351956   3.714293
1.493003   2.354245   3.718516
1.494575   2.356489   3.722655
1.496146   2.358690   3.726710
1.497718   2.360847   3.730679
1.499289   2.362960   3.734565
1.500861   2.365029   3.738365
1.502433   2.367054   3.742081
1.504004   2.369034   3.745713
1.505576   2.370970   3.749260
1.507147   2.372861   3.752723
1.508719   2.374707   3.756101
1.510290   2.376509   3.759394
1.511862   2.378265   3.762603
1.513434   2.379977   3.765728
1.515005   2.381644   3.768768
1.516577   2.383265   3.771723
1.518148   2.384841   3.774594
1.519720   2.386372   3.777381
1.521291   2.387857   3.780083
1.522863   2.389296   3.782700
1.524435   2.390690   3.785233
1.526006   2.392038   3.787682
1.527578   2.393341   3.790046
1.529149   2.394598   3.792325
1.530721   2.395808   3.794521
1.532293   2.396973   3.796631
1.533864   2.398091   3.798657
1.535436   2.399164   3.800599
1.537007   2.400190   3.802457
1.538579   2.401170   3.804229
1.540150   2.402104   3.805918
1.541722   2.402991   3.807522
1.543294   2.403832   3.809042
1.544865   2.404627   3.810477
1.546437   2.405375   3.811827
1.548008   2.406076   3.813094
1.549580   2.406731   3.814275
1.551152   2.407339   3.815373
1.552723   2.407901   3.816386
1.554295   2.408416   3.817314
1.555866   2.408884   3.818159
1.557438   2.409305   3.818918
1.559009   2.409680   3.819594
1.560581   2.410008   3.820185
1.562153   2.410289   3.820691
1.563724   2.410523   3.821113
1.565296   2.410711   3.821451
1.566867   2.410851   3.821704
1.568439   2.410945   3.821873
1.570011   2.410992   3.821957
1.571582   2.410992   3.821957
1.573154   2.410945   3.821873
1.574725   2.410851   3.821704
1.576297   2.410711   3.821451
1.577868   2.410523   3.821113
1.579440   2.410289   3.820691
1.581012   2.410008   3.820185
1.582583   2.409680   3.819594
1.584155   2.409305   3.818918
1.585726   2.408884   3.818159
1.587298   2.408416   3.817314
1.588870   2.407901   3.816386
1.590441   2.407339   3.815373
1.592013   2.406731   3.814275
1.593584   2.406076   3.813094
1.595156   2.405375   3.811827
1.596727   2.404627   3.810477
1.598299   2.403832   3.809042
1.599871   2.402991   3.807522
1.601442   2.402104   3.805918
1.603014   2.401170   3.804229
1.604585   2.400190   3.802457
1.606157   2.399164   3.800599
1.607729   2.398091   3.798657
1.609300   2.396973   3.796631
1.610872   2.395808   3.794521
1.612443   2.394598   3.792325
1.614015   2.393341   3.790046
1.615586   2.392038   3.787682
1.617158   2.390690   3.785233
1.618730   2.389296   3.782700
1.620301   2.387857   3.780083
1.621873   2.386372   3.777381
1.623444   2.384841   3.774594
1.625016   2.383265   3.771723
1.626587   2.381644   3.768768
1.628159   2.379977   3.765728
1.629731   2.378265   3.762603
1.631302   2.376509   3.759394
1.632874   2.374707   3.756101
1.634445   2.372861   3.752723
1.636017   2.370970   3.749260
1.637589   2.369034   3.745713
1.639160   2.367054   3.742081
1.640732   2.365029   3.738365
1.642303   2.362960   3.734565
1.643875   2.360847   3.730679
1.645446   2.358690   3.726710
1.647018   2.356489   3.722655
1.648590   2.354245   3.718516
1.650161   2.351956   3.714293
1.651733   2.349624   3.709984
1.653304   2.347249   3.705592
1.654876   2.344830   3.701114
1.656448   2.342369   3.696552
1.658019   2.339864   3.691906
1.659591   2.337316   3.687174
1.661162   2.334726   3.682359
1.662734   2.332093   3.677458
1.664305   2.329417   3.672473
1.665877   2.326700   3.667403
1.667449   2.323940   3.662248
1.669020   2.321138   3.657009
1.670592   2.318294   3.651685
1.672163   2.315409   3.646277
1.673735   2.312482   3.640784
1.675307   2.309514   3.635206
1.676878   2.306504   3.629543
1.678450   2.303454   3.623795
1.680021   2.300363   3.617963
1.681593   2.297231   3.612046
1.683164   2.294058   3.606045
1.684736   2.290846   3.599958
1.686308   2.287593   3.593787
1.687879   2.284300   3.587531
1.689451   2.280967   3.581190
1.691022   2.277594   3.574764
1.692594   2.274183   3.568254
1.694166   2.270732   3.561658
1.695737   2.267242   3.554978
1.697309   2.263713   3.548213
1.698880   2.260145   3.541363
1.700452   2.256539   3.534428
1.702023   2.252894   3.527408
1.703595   2.249212   3.520304
1.705167   2.245491   3.513114
1.706738   2.241733   3.505839
1.708310   2.237938   3.498480
1.709881   2.234105   3.491036
1.711453   2.230235   3.483506
1.713025   2.226328   3.475892
1.714596   2.222385   3.468192
1.716168   2.218405   3.460408
1.717739   2.214389   3.452539
1.719311   2.210337   3.444584
1.720882   2.206249   3.436545
1.722454   2.202125   3.428420
1.724026   2.197966   3.420210
1.725597   2.193772   3.411915
1.727169   2.189543   3.403535
1.728740   2.185280   3.395070
1.730312   2.180982   3.386520
1.731883   2.176649   3.377885
1.733455   2.172283   3.369164
1.735027   2.167883   3.360359
1.736598   2.163450   3.351468
1.738170   2.158983   3.342492
1.739741   2.154483   3.333430
1.741313   2.149950   3.324284
1.742885   2.145385   3.315052
1.744456   2.140787   3.305735
1.746028   2.136157   3.296332
1.747599   2.131496   3.286844
1.749171   2.126802   3.277271
1.750742   2.122078   3.267613
1.752314   2.117322   3.257869
1.753886   2.112535   3.248039
1.755457   2.107718   3.238125
1.757029   2.102870   3.228125
1.758600   2.097992   3.218039
1.760172   2.093085   3.207868
1.761744   2.088147   3.197611
1.763315   2.083181   3.187269
1.764887   2.078185   3.176842
1.766458   2.073160   3.166329
1.768030   2.068107   3.155730
1.769601   2.063025   3.145046
1.771173   2.057916   3.134276
1.772745   2.052778   3.123421
1.774316   2.047613   3.112479
1.775888   2.042421   3.101453
1.777459   2.037202   3.090340
1.779031   2.031956   3.079142
1.780603   2.026683   3.067858
1.782174   2.021384   3.056489
1.783746   2.016059   3.045033
1.785317   2.010709   3.033492
1.786889   2.005333   3.021865
1.788460   1.999932   3.010152
1.790032   1.994506   2.998353
1.791604   1.989055   2.986469
1.793175   1.983581   2.974498
1.794747   1.978082   2.962442
1.796318   1.972559   2.950300
1.797890   1.967013   2.938071
1.799462   1.961443   2.925757
1.801033   1.955851   2.913357
1.802605   1.950235   2.900870
1.804176   1.944598   2.888298
1.805748   1.938938   2.875639
1.807319   1.933256   2.862895
1.808891   1.927553   2.850064
1.810463   1.921829   2.837147
1.812034   1.916083   2.824144
1.813606   1.910317   2.811054
1.815177   1.904530   2.797878
1.816749   1.898723   2.784617
1.818321   1.892896   2.771268
1.819892   1.887050   2.757834
1.821464   1.881184   2.744313
1.823035   1.875299   2.730706
1.824607   1.869395   2.717012
1.826178   1.863473   2.703232
1.827750   1.857533   2.689365
1.829322   1.851575   2.675412
1.830893   1.845599   2.661372
1.832465   1.839605   2.647246
1.834036   1.833595   2.633034
1.835608   1.827568   2.618734
1.837179   1.821524   2.604348
1.838751   1.815464   2.589876
1.840323   1.809388   2.575316
1.841894   1.803296   2.560670
1.843466   1.797189   2.545937
1.845037   1.791067   2.531118
1.846609   1.784930   2.516211
1.848181   1.778778   2.501218
1.849752   1.772612   2.486138
1.851324   1.766433   2.470971
1.852895   1.760239   2.455717
1.854467   1.754032   2.440376
1.856038   1.747812   2.424948
1.857610   1.741579   2.409433
1.859182   1.735334   2.393831
1.860753   1.729076   2.378141
1.862325   1.722807   2.362365
1.863896   1.716525   2.346501
1.865468   1.710232   2.330551
1.867040   1.703928   2.314513
1.868611   1.697613   2.298387
1.870183   1.691288   2.282175
1.871754   1.684952   2.265875
1.873326   1.678606   2.249488
1.874897   1.672250   2.233013
1.876469   1.665885   2.216451
1.878041   1.659511   2.199801
1.879612   1.653128   2.183064
1.881184   1.646736   2.166239
1.882755   1.640335   2.149326
1.884327   1.633927   2.132326
1.885899   1.627511   2.115238
1.887470   1.621087   2.098063
1.889042   1.614656   2.080800
1.890613   1.608218   2.063449
1.892185   1.601773   2.046010
1.893756   1.595322   2.028483
1.895328   1.588864   2.010868
1.896900   1.582401   1.993166
1.898471   1.575932   1.975375
1.900043   1.569458   1.957496
1.901614   1.562978   1.939530
1.903186   1.556494   1.921475
1.904758   1.550005   1.903332
1.906329   1.543512   1.885101
1.907901   1.537015   1.866781
1.909472   1.530514   1.848373
1.911044   1.524010   1.829877
1.912615   1.517502   1.811293
1.914187   1.510991   1.792620
1.915759   1.504478   1.773858
1.917330   1.497962   1.755009
1.918902   1.491444   1.736070
1.920473   1.484924   1.717043
1.922045   1.478403   1.697927
1.923617   1.471880   1.678723
1.925188   1.465355   1.659430
1.926760   1.458830   1.640048
1.928331   1.452305   1.620577
1.929903   1.445779   1.601018
1.931474   1.439252   1.581369
1.933046   1.432726   1.561632
1.934618   1.426200   1.541805
1.936189   1.419675   1.521889
1.937761   1.413151   1.501885
1.939332   1.406627   1.481791
1.940904   1.400106   1.461608
1.942475   1.393585   1.441335
1.944047   1.387067   1.420974
1.945619   1.380550   1.400523
1.947190   1.374036   1.379982
1.948762   1.367525   1.359352
1.950333   1.361016   1.338632
1.951905   1.354510   1.317823
1.953477   1.348008   1.296925
1.955048   1.341509   1.275936
1.956620   1.335014   1.254858
1.958191   1.328523   1.233690
1.959763   1.322036   1.212432
1.961334   1.315553   1.191085
1.962906   1.309075   1.169647
1.964478   1.302603   1.148119
1.966049   1.296135   1.126501
1.967621   1.289672   1.104794
1.969192   1.283215   1.082995
1.970764   1.276764   1.061107
1.972336   1.270319   1.039129
1.973907   1.263880   1.017060
1.975479   1.257448   0.994900
1.977050   1.251022   0.972650
1.978622   1.244603   0.950310
1.980193   1.238192   0.927879
1.981765   1.231787   0.905357
1.983337   1.225390   0.882745
1.984908   1.219001   0.860041
1.986480   1.212620   0.837247
1.988051   1.206247   0.814362
1.989623   1.199882   0.791386
1.991195   1.193526   0.768319
1.992766   1.187179   0.745161
1.994338   1.180840   0.721912
1.995909   1.174511   0.698572
1.997481   1.168191   0.675140
1.999052   1.161881   0.651617
2.000624   1.155581   0.628002
2.002196   1.149290   0.604296
2.003767   1.143010   0.580499
2.005339   1.136740   0.556610
2.006910   1.130480   0.532629
2.008482   1.124231   0.508556
2.010054   1.117993   0.484391
2.011625   1.111766   0.460135
2.013197   1.105551   0.435787
2.014768   1.099347   0.411346
2.016340   1.093154   0.386814
2.017911   1.086973   0.362189
2.019483   1.080805   0.337472
2.021055   1.074648   0.312663
2.022626   1.068504   0.287761
2.024198   1.062372   0.262767
2.025769   1.056253   0.237680
2.027341   1.050147   0.212500
2.028913   1.044054   0.187228
2.030484   1.037974   0.161863
2.032056   1.031907   0.136406
2.033627   1.025854   0.110855
2.035199   1.019814   0.085211
2.036770   1.013789   0.059474
2.038342   1.007777   0.033644
2.039914   1.001779   0.007721
2.041485   0.995796   -0.018295
2.043057   0.989827   -0.044405
2.044628   0.983873   -0.070609
2.046200   0.977934   -0.096906
2.047771   0.972009   -0.123296
2.049343   0.966100   -0.149781
2.050915   0.960205   -0.176359
2.052486   0.954326   -0.203031
2.054058   0.948463   -0.229797
2.055629   0.942615   -0.256658
2.057201   0.936783   -0.283612
2.058773   0.930966   -0.310661
2.060344   0.925166   -0.337804
2.061916   0.919382   -0.365041
2.063487   0.913614   -0.392373
2.065059   0.907862   -0.419800
2.066630   0.902127   -0.447321
2.068202   0.896409   -0.474937
2.069774   0.890708   -0.502648
2.071345   0.885023   -0.530454
2.072917   0.879356   -0.558355
2.074488   0.873705   -0.586351
2.076060   0.868072   -0.614442
2.077632   0.862456   -0.642629
2.079203   0.856858   -0.670911
2.080775   0.851277   -0.699289
2.082346   0.845715   -0.727762
2.083918   0.840169   -0.756331
2.085489   0.834642   -0.784996
2.087061   0.829133   -0.813756
2.088633   0.823642   -0.842613
2.090204   0.818170   -0.871566
2.091776   0.812715   -0.900615
2.093347   0.807279   -0.929761
2.094919   0.801862   -0.959003
2.096491   0.796464   -0.988341
2.098062   0.791084   -1.017776
2.099634   0.785723   -1.047308
2.101205   0.780380   -1.076937
2.102777   0.775057   -1.106662
2.104348   0.769753   -1.136485
2.105920   0.764468   -1.166405
2.107492   0.759203   -1.196422
2.109063   0.753957   -1.226536
2.110635   0.748730   -1.256748
2.112206   0.743523   -1.287058
2.113778   0.738335   -1.317465
2.115350   0.733167   -1.347970
2.116921   0.728019   -1.378573
2.118493   0.722891   -1.409274
2.120064   0.717782   -1.440074
2.121636   0.712694   -1.470971
2.123207   0.707625   -1.501967
2.124779   0.702577   -1.533062
2.126351   0.697549   -1.564255
2.127922   0.692541   -1.595547
2.129494   0.687553   -1.626937
2.131065   0.682586   -1.658427
2.132637   0.677639   -1.690016
2.134209   0.672713   -1.721704
2.135780   0.667807   -1.753491
2.137352   0.662922   -1.785378
2.138923   0.658057   -1.817365
2.140495   0.653213   -1.849451
2.142066   0.648390   -1.881637
2.143638   0.643588   -1.913923
2.145210   0.638806   -1.946310
2.146781   0.634045   -1.978796
2.148353   0.629306   -2.011383
2.149924   0.624587   -2.044070
2.151496   0.619889   -2.076858
2.153068   0.615213   -2.109747
2.154639   0.610557   -2.142737
2.156211   0.605923   -2.175827
2.157782   0.601310   -2.209019
2.159354   0.596717   -2.242312
2.160925   0.592147   -2.275707
2.162497   0.587597   -2.309203
2.164069   0.583069   -2.342801
2.165640   0.578562   -2.376501
2.167212   0.574076   -2.410303
2.168783   0.569612   -2.444207
2.170355   0.565169   -2.478213
2.171926   0.560748   -2.512322
2.173498   0.556348   -2.546533
2.175070   0.551970   -2.580847
2.176641   0.547613   -2.615264
2.178213   0.543277   -2.649784
2.179784   0.538963   -2.684407
2.181356   0.534671   -2.719134
2.182928   0.530400   -2.753963
2.184499   0.526151   -2.788897
2.186071   0.521923   -2.823934
2.187642   0.517717   -2.859076
2.189214   0.513532   -2.894321
2.190785   0.509369   -2.929671
2.192357   0.505228   -2.965125
2.193929   0.501108   -3.000684
2.195500   0.497010   -3.036347
2.197072   0.492934   -3.072115
2.198643   0.488879   -3.107989
2.200215   0.484845   -3.143967
2.201787   0.480834   -3.180051
2.203358   0.476844   -3.216241
2.204930   0.472875   -3.252536
2.206501   0.468928   -3.288938
2.208073   0.465003   -3.325445
2.209644   0.461099   -3.362058
2.211216   0.457217   -3.398778
2.212788   0.453356   -3.435605
2.214359   0.449517   -3.472538
2.215931   0.445700   -3.509578
2.217502   0.441903   -3.546726
2.219074   0.438129   -3.583980
2.220646   0.434376   -3.621342
2.222217   0.430644   -3.658812
2.223789   0.426934   -3.696390
2.225360   0.423246   -3.734075
2.226932   0.419578   -3.771869
2.228503   0.415932   -3.809771
2.230075   0.412308   -3.847782
2.231647   0.408705   -3.885902
2.233218   0.405123   -3.924130
2.234790   0.401563   -3.962468
2.236361   0.398023   -4.000915
2.237933   0.394505   -4.039472
2.239505   0.391008   -4.078138
2.241076   0.387533   -4.116914
2.242648   0.384078   -4.155801
2.244219   0.380645   -4.194798
2.245791   0.377233   -4.233905
2.247362   0.373842   -4.273123
2.248934   0.370471   -4.312452
2.250506   0.367122   -4.351892
2.252077   0.363794   -4.391444
2.253649   0.360487   -4.431107
2.255220   0.357200   -4.470882
2.256792   0.353935   -4.510769
2.258364   0.350690   -4.550768
2.259935   0.347466   -4.590879
2.261507   0.344262   -4.631103
2.263078   0.341080   -4.671440
2.264650   0.337918   -4.711891
2.266221   0.334776   -4.752454
2.267793   0.331655   -4.793131
2.269365   0.328555   -4.833922
2.270936   0.325475   -4.874826
2.272508   0.322415   -4.915845
2.274079   0.319376   -4.956978
2.275651   0.316357   -4.998226
2.277222   0.313358   -5.039589
2.278794   0.310380   -5.081067
2.280366   0.307421   -5.122661
2.281937   0.304483   -5.164370
2.283509   0.301565   -5.206195
2.285080   0.298666   -5.248135
2.286652   0.295788   -5.290193
2.288224   0.292930   -5.332367
2.289795   0.290091   -5.374657
2.291367   0.287272   -5.417065
2.292938   0.284473   -5.459590
2.294510   0.281693   -5.502233
2.296081   0.278934   -5.544993
2.297653   0.276193   -5.587872
2.299225   0.273472   -5.630869
2.300796   0.270771   -5.673984
2.302368   0.268088   -5.717218
2.303939   0.265426   -5.760572
2.305511   0.262782   -5.804045
2.307083   0.260157   -5.847637
2.308654   0.257552   -5.891350
2.310226   0.254966   -5.935183
2.311797   0.252398   -5.979136
2.313369   0.249850   -6.023210
2.314940   0.247320   -6.067405
2.316512   0.244809   -6.111721
2.318084   0.242317   -6.156159
2.319655   0.239844   -6.200718
2.321227   0.237389   -6.245400
2.322798   0.234952   -6.290205
2.324370   0.232534   -6.335132
2.325942   0.230135   -6.380182
2.327513   0.227753   -6.425355
2.329085   0.225390   -6.470652
2.330656   0.223045   -6.516073
2.332228   0.220718   -6.561618
2.333799   0.218409   -6.607288
2.335371   0.216118   -6.653082
2.336943   0.213845   -6.699002
2.338514   0.211590   -6.745047
2.340086   0.209353   -6.791218
2.341657   0.207133   -6.837515
2.343229   0.204930   -6.883938
2.344801   0.202746   -6.930488
2.346372   0.200578   -6.977165
2.347944   0.198428   -7.023969
2.349515   0.196295   -7.070901
2.351087   0.194180   -7.117961
2.352658   0.192081   -7.165149
2.354230   0.190000   -7.212466
2.355802   0.187935   -7.259912
2.357373   0.185888   -7.307487
2.358945   0.183857   -7.355192
2.360516   0.181843   -7.403027
2.362088   0.179846   -7.450992
2.363660   0.177865   -7.499088
2.365231   0.175901   -7.547315
2.366803   0.173953   -7.595674
2.368374   0.172022   -7.644164
2.369946   0.170107   -7.692786
2.371517   0.168208   -7.741541
2.373089   0.166325   -7.790429
2.374661   0.164458   -7.839450
2.376232   0.162607   -7.888604
2.377804   0.160772   -7.937893
2.379375   0.158953   -7.987316
2.380947   0.157149   -8.036873
2.382518   0.155362   -8.086566
2.384090   0.153589   -8.136394
2.385662   0.151832   -8.186358
2.387233   0.150091   -8.236458
2.388805   0.148365   -8.286695
2.390376   0.146654   -8.337069
2.391948   0.144958   -8.387580
2.393520   0.143277   -8.438229
2.395091   0.141611   -8.489016
2.396663   0.139961   -8.539942
2.398234   0.138325   -8.591008
2.399806   0.136703   -8.642212
2.401377   0.135097   -8.693557
2.402949   0.133504   -8.745041
2.404521   0.131927   -8.796667
2.406092   0.130364   -8.848433
2.407664   0.128815   -8.900342
2.409235   0.127280   -8.952392
2.410807   0.125760   -9.004585
2.412379   0.124253   -9.056920
2.413950   0.122761   -9.109399
2.415522   0.121282   -9.162022
2.417093   0.119818   -9.214789
2.418665   0.118367   -9.267701
2.420236   0.116930   -9.320757
2.421808   0.115506   -9.373960
2.423380   0.114096   -9.427308
2.424951   0.112699   -9.480803
2.426523   0.111315   -9.534445
2.428094   0.109945   -9.588235
2.429666   0.108588   -9.642172
2.431238   0.107244   -9.696258
2.432809   0.105913   -9.750493
2.434381   0.104595   -9.804877
2.435952   0.103290   -9.859412
2.437524   0.101998   -9.914096
2.439095   0.100718   -9.968932
2.440667   0.099451   -10.023918
2.442239   0.098196   -10.079057
2.443810   0.096954   -10.134349
2.445382   0.095724   -10.189793
2.446953   0.094506   -10.245390
2.448525   0.093301   -10.301142
2.450097   0.092108   -10.357048
2.451668   0.090926   -10.413110
2.453240   0.089757   -10.469326
2.454811   0.088599   -10.525699
2.456383   0.087453   -10.582229
2.457954   0.086319   -10.638916
2.459526   0.085197   -10.695761
2.461098   0.084086   -10.752764
2.462669   0.082986   -10.809926
2.464241   0.081898   -10.867247
2.465812   0.080822   -10.924729
2.467384   0.079756   -10.982371
2.468956   0.078701   -11.040174
2.470527   0.077658   -11.098140
2.472099   0.076625   -11.156267
2.473670   0.075604   -11.214558
2.475242   0.074593   -11.273012
2.476813   0.073593   -11.331630
2.478385   0.072604   -11.390413
2.479957   0.071625   -11.449362
2.481528   0.070657   -11.508477
2.483100   0.069699   -11.567758
2.484671   0.068751   -11.627206
2.486243   0.067814   -11.686823
2.487814   0.066887   -11.746608
2.489386   0.065970   -11.806562
2.490958   0.065063   -11.866687
2.492529   0.064166   -11.926981
2.494101   0.063278   -11.987447
2.495672   0.062401   -12.048085
2.497244   0.061533   -12.108895
2.498816   0.060675   -12.169879
2.500387   0.059827   -12.231036
2.501959   0.058988   -12.292368
2.503530   0.058158   -12.353876
2.505102   0.057338   -12.415559
2.506673   0.056527   -12.477419
2.508245   0.055726   -12.539456
2.509817   0.054933   -12.601672
2.511388   0.054149   -12.664066
2.512960   0.053375   -12.726640
2.514531   0.052609   -12.789394
2.516103   0.051852   -12.852330
2.517675   0.051104   -12.915447
2.519246   0.050365   -12.978747
2.520818   0.049634   -13.042230
2.522389   0.048911   -13.105897
2.523961   0.048198   -13.169749
2.525532   0.047492   -13.233786
2.527104   0.046795   -13.298010
2.528676   0.046106   -13.362422
2.530247   0.045425   -13.427021
2.531819   0.044753   -13.491809
2.533390   0.044088   -13.556787
2.534962   0.043431   -13.621956
2.536534   0.042783   -13.687315
2.538105   0.042142   -13.752867
2.539677   0.041509   -13.818612
2.541248   0.040883   -13.884551
2.542820   0.040265   -13.950684
2.544391   0.039655   -14.017013
2.545963   0.039052   -14.083538
2.547535   0.038457   -14.150261
2.549106   0.037869   -14.217182
2.550678   0.037288   -14.284302
2.552249   0.036715   -14.351622
2.553821   0.036148   -14.419143
2.555393   0.035589   -14.486866
2.556964   0.035037   -14.554792
2.558536   0.034491   -14.622921
2.560107   0.033953   -14.691255
2.561679   0.033421   -14.759795
2.563250   0.032896   -14.828541
2.564822   0.032378   -14.897494
2.566394   0.031866   -14.966657
2.567965   0.031362   -15.036028
2.569537   0.030863   -15.105611
2.571108   0.030371   -15.175404
2.572680   0.029885   -15.245411
2.574252   0.029406   -15.315631
2.575823   0.028933   -15.386065
2.577395   0.028466   -15.456715
2.578966   0.028005   -15.527582
2.580538   0.027551   -15.598666
2.582109   0.027102   -15.669969
2.583681   0.026659   -15.741493
2.585253   0.026223   -15.813237
2.586824   0.025792   -15.885203
2.588396   0.025367   -15.957392
2.589967   0.024947   -16.029806
2.591539   0.024533   -16.102445
2.593110   0.024125   -16.175311
2.594682   0.023722   -16.248404
2.596254   0.023325   -16.321726
2.597825   0.022934   -16.395279
2.599397   0.022547   -16.469062
2.600968   0.022166   -16.543078
2.602540   0.021791   -16.617328
2.604112   0.021420   -16.691812
2.605683   0.021055   -16.766533
2.607255   0.020694   -16.841491
2.608826   0.020339   -16.916687
2.610398   0.019989   -16.992124
2.611969   0.019644   -17.067801
2.613541   0.019303   -17.143721
2.615113   0.018968   -17.219884
2.616684   0.018637   -17.296293
2.618256   0.018311   -17.372948
2.619827   0.017989   -17.449850
2.621399   0.017673   -17.527002
2.622971   0.017360   -17.604404
2.624542   0.017053   -17.682058
2.626114   0.016750   -17.759965
2.627685   0.016451   -17.838126
2.629257   0.016156   -17.916544
2.630828   0.015866   -17.995218
2.632400   0.015581   -18.074152
2.633972   0.015299   -18.153346
2.635543   0.015022   -18.232802
2.637115   0.014749   -18.312521
2.638686   0.014479   -18.392505
2.640258   0.014214   -18.472755
2.641830   0.013953   -18.553273
2.643401   0.013696   -18.634060
2.644973   0.013443   -18.715118
2.646544   0.013193   -18.796449
2.648116   0.012948   -18.878054
2.649687   0.012706   -18.959934
2.651259   0.012468   -19.042092
2.652831   0.012233   -19.124529
2.654402   0.012003   -19.207246
2.655974   0.011775   -19.290246
2.657545   0.011552   -19.373529
2.659117   0.011332   -19.457099
2.660689   0.011115   -19.540956
2.662260   0.010902   -19.625102
2.663832   0.010692   -19.709539
2.665403   0.010485   -19.794269
2.666975   0.010282   -19.879293
2.668546   0.010082   -19.964613
2.670118   0.009885   -20.050232
2.671690   0.009691   -20.136151
2.673261   0.009501   -20.222372
2.674833   0.009313   -20.308896
2.676404   0.009129   -20.395727
2.677976   0.008948   -20.482865
2.679548   0.008769   -20.570312
2.681119   0.008594   -20.658071
2.682691   0.008421   -20.746144
2.684262   0.008252   -20.834533
2.685834   0.008085   -20.923239
2.687405   0.007921   -21.012264
2.688977   0.007760   -21.101612
2.690549   0.007601   -21.191283
2.692120   0.007445   -21.281281
2.693692   0.007292   -21.371607
2.695263   0.007141   -21.462263
2.696835   0.006993   -21.553252
2.698406   0.006848   -21.644575
2.699978   0.006705   -21.736236
2.701550   0.006564   -21.828236
2.703121   0.006426   -21.920577
2.704693   0.006290   -22.013263
2.706264   0.006157   -22.106294
2.707836   0.006026   -22.199675
2.709408   0.005897   -22.293407
2.710979   0.005771   -22.387492
2.712551   0.005647   -22.481933
2.714122   0.005525   -22.576732
2.715694   0.005405   -22.671893
2.717265   0.005288   -22.767417
2.718837   0.005172   -22.863307
2.720409   0.005059   -22.959566
2.721980   0.004947   -23.056196
2.723552   0.004838   -23.153201
2.725123   0.004731   -23.250582
2.726695   0.004626   -23.348342
2.728267   0.004522   -23.446485
2.729838   0.004421   -23.545012
2.731410   0.004321   -23.643927
2.732981   0.004224   -23.743233
2.734553   0.004128   -23.842933
2.736124   0.004034   -23.943029
2.737696   0.003941   -24.043524
2.739268   0.003851   -24.144422
2.740839   0.003762   -24.245726
2.742411   0.003675   -24.347437
2.743982   0.003590   -24.449561
2.745554   0.003506   -24.552099
2.747126   0.003424   -24.655055
2.748697   0.003343   -24.758433
2.750269   0.003264   -24.862234
2.751840   0.003187   -24.966464
2.753412   0.003111   -25.071125
2.754983   0.003037   -25.176220
2.756555   0.002964   -25.281752
2.758127   0.002892   -25.387727
2.759698   0.002822   -25.494146
2.761270   0.002754   -25.601013
2.762841   0.002686   -25.708333
2.764413   0.002621   -25.816108
2.765985   0.002556   -25.924342
2.767556   0.002493   -26.033040
2.769128   0.002431   -26.142205
2.770699   0.002370   -26.251840
2.772271   0.002311   -26.361949
2.773842   0.002253   -26.472538
2.775414   0.002196   -26.583608
2.776986   0.002140   -26.695166
2.778557   0.002086   -26.807214
2.780129   0.002032   -26.919757
2.781700   0.001980   -27.032798
2.783272   0.001929   -27.146343
2.784844   0.001879   -27.260396
2.786415   0.001830   -27.374961
2.787987   0.001782   -27.490042
2.789558   0.001736   -27.605643
2.791130   0.001690   -27.721771
2.792701   0.001645   -27.838428
2.794273   0.001601   -27.955620
2.795845   0.001558   -28.073351
2.797416   0.001516   -28.191627
2.798988   0.001476   -28.310452
2.800559   0.001436   -28.429831
